Command: /home/users9/ma747863/526LSP22/Lab9/./simv -l lab9.log
Chronologic VCS simulator copyright 1991-2017
Contains Synopsys proprietary information.
Compiler version N-2017.12-SP2-2_Full64; Runtime version N-2017.12-SP2-2_Full64;  May 21 21:46 2022
VCD+ Writer N-2017.12-SP2-2_Full64 Copyright (c) 1991-2017 by Synopsys Inc.
0: clk: 0, rst_n: 1, wr_en: 0, rd_en: 0, data_in: 0, data_out: x, count: x, empty: x, almostEmpty: x, full: x, almostFull: x, overflow: x, underflow: x, valid: x
675: clk: 1, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 67, data_out: 32, count: 3, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
680: clk: 0, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 68, data_out: 32, count: 3, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
685: clk: 1, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 68, data_out: 32, count: 4, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
690: clk: 0, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 69, data_out: 32, count: 4, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
695: clk: 1, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 69, data_out: 32, count: 5, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
700: clk: 0, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 70, data_out: 32, count: 5, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
705: clk: 1, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 70, data_out: 32, count: 6, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
710: clk: 0, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 71, data_out: 32, count: 6, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
715: clk: 1, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 71, data_out: 32, count: 7, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
720: clk: 0, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 72, data_out: 32, count: 7, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
725: clk: 1, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 72, data_out: 32, count: 8, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
730: clk: 0, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 73, data_out: 32, count: 8, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
735: clk: 1, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 73, data_out: 32, count: 9, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
740: clk: 0, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 74, data_out: 32, count: 9, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
745: clk: 1, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 74, data_out: 32, count: 10, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
750: clk: 0, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 75, data_out: 32, count: 10, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
755: clk: 1, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 75, data_out: 32, count: 11, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
760: clk: 0, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 76, data_out: 32, count: 11, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
765: clk: 1, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 76, data_out: 32, count: 12, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
770: clk: 0, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 77, data_out: 32, count: 12, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
775: clk: 1, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 77, data_out: 32, count: 13, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
780: clk: 0, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 78, data_out: 32, count: 13, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
785: clk: 1, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 78, data_out: 32, count: 14, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
790: clk: 0, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 79, data_out: 32, count: 14, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
795: clk: 1, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 79, data_out: 32, count: 15, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
800: clk: 0, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 80, data_out: 32, count: 15, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
805: clk: 1, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 80, data_out: 32, count: 16, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
Simulataneous Read and Write for next 16 Clock Cycles
810: clk: 0, rst_n: 0, wr_en: 1, rd_en: 1, data_in: 81, data_out: 32, count: 16, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
815: clk: 1, rst_n: 0, wr_en: 1, rd_en: 1, data_in: 81, data_out: 65, count: 16, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
820: clk: 0, rst_n: 0, wr_en: 1, rd_en: 1, data_in: 82, data_out: 65, count: 16, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
825: clk: 1, rst_n: 0, wr_en: 1, rd_en: 1, data_in: 82, data_out: 66, count: 16, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
830: clk: 0, rst_n: 0, wr_en: 1, rd_en: 1, data_in: 83, data_out: 66, count: 16, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
835: clk: 1, rst_n: 0, wr_en: 1, rd_en: 1, data_in: 83, data_out: 67, count: 16, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
840: clk: 0, rst_n: 0, wr_en: 1, rd_en: 1, data_in: 84, data_out: 67, count: 16, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
845: clk: 1, rst_n: 0, wr_en: 1, rd_en: 1, data_in: 84, data_out: 68, count: 16, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
850: clk: 0, rst_n: 0, wr_en: 1, rd_en: 1, data_in: 85, data_out: 68, count: 16, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
855: clk: 1, rst_n: 0, wr_en: 1, rd_en: 1, data_in: 85, data_out: 69, count: 16, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
860: clk: 0, rst_n: 0, wr_en: 1, rd_en: 1, data_in: 86, data_out: 69, count: 16, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
865: clk: 1, rst_n: 0, wr_en: 1, rd_en: 1, data_in: 86, data_out: 70, count: 16, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
870: clk: 0, rst_n: 0, wr_en: 1, rd_en: 1, data_in: 87, data_out: 70, count: 16, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
875: clk: 1, rst_n: 0, wr_en: 1, rd_en: 1, data_in: 87, data_out: 71, count: 16, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
880: clk: 0, rst_n: 0, wr_en: 1, rd_en: 1, data_in: 88, data_out: 71, count: 16, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
885: clk: 1, rst_n: 0, wr_en: 1, rd_en: 1, data_in: 88, data_out: 72, count: 16, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
890: clk: 0, rst_n: 0, wr_en: 1, rd_en: 1, data_in: 89, data_out: 72, count: 16, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
895: clk: 1, rst_n: 0, wr_en: 1, rd_en: 1, data_in: 89, data_out: 73, count: 16, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
900: clk: 0, rst_n: 0, wr_en: 1, rd_en: 1, data_in: 90, data_out: 73, count: 16, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
905: clk: 1, rst_n: 0, wr_en: 1, rd_en: 1, data_in: 90, data_out: 74, count: 16, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
910: clk: 0, rst_n: 0, wr_en: 1, rd_en: 1, data_in: 91, data_out: 74, count: 16, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
915: clk: 1, rst_n: 0, wr_en: 1, rd_en: 1, data_in: 91, data_out: 75, count: 16, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
920: clk: 0, rst_n: 0, wr_en: 1, rd_en: 1, data_in: 92, data_out: 75, count: 16, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
925: clk: 1, rst_n: 0, wr_en: 1, rd_en: 1, data_in: 92, data_out: 76, count: 16, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
930: clk: 0, rst_n: 0, wr_en: 1, rd_en: 1, data_in: 93, data_out: 76, count: 16, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
935: clk: 1, rst_n: 0, wr_en: 1, rd_en: 1, data_in: 93, data_out: 77, count: 16, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
940: clk: 0, rst_n: 0, wr_en: 1, rd_en: 1, data_in: 94, data_out: 77, count: 16, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
945: clk: 1, rst_n: 0, wr_en: 1, rd_en: 1, data_in: 94, data_out: 78, count: 16, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
950: clk: 0, rst_n: 0, wr_en: 1, rd_en: 1, data_in: 95, data_out: 78, count: 16, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
955: clk: 1, rst_n: 0, wr_en: 1, rd_en: 1, data_in: 95, data_out: 79, count: 16, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
960: clk: 0, rst_n: 0, wr_en: 1, rd_en: 1, data_in: 96, data_out: 79, count: 16, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
965: clk: 1, rst_n: 0, wr_en: 1, rd_en: 1, data_in: 96, data_out: 80, count: 16, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
970: clk: 0, rst_n: 0, wr_en: 0, rd_en: 1, data_in: 97, data_out: 80, count: 16, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
975: clk: 1, rst_n: 0, wr_en: 0, rd_en: 1, data_in: 97, data_out: 81, count: 15, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
980: clk: 0, rst_n: 0, wr_en: 0, rd_en: 1, data_in: 98, data_out: 81, count: 15, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
985: clk: 1, rst_n: 0, wr_en: 0, rd_en: 1, data_in: 98, data_out: 82, count: 14, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
990: clk: 0, rst_n: 0, wr_en: 0, rd_en: 1, data_in: 99, data_out: 82, count: 14, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
995: clk: 1, rst_n: 0, wr_en: 0, rd_en: 1, data_in: 99, data_out: 83, count: 13, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
1000: clk: 0, rst_n: 0, wr_en: 0, rd_en: 1, data_in: 100, data_out: 83, count: 13, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
1005: clk: 1, rst_n: 0, wr_en: 0, rd_en: 1, data_in: 100, data_out: 84, count: 12, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
1010: clk: 0, rst_n: 0, wr_en: 0, rd_en: 1, data_in: 101, data_out: 84, count: 12, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
1015: clk: 1, rst_n: 0, wr_en: 0, rd_en: 1, data_in: 101, data_out: 85, count: 11, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
1020: clk: 0, rst_n: 0, wr_en: 0, rd_en: 1, data_in: 102, data_out: 85, count: 11, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
1025: clk: 1, rst_n: 0, wr_en: 0, rd_en: 1, data_in: 102, data_out: 86, count: 10, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
1030: clk: 0, rst_n: 0, wr_en: 0, rd_en: 1, data_in: 103, data_out: 86, count: 10, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
1035: clk: 1, rst_n: 0, wr_en: 0, rd_en: 1, data_in: 103, data_out: 87, count: 9, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
1040: clk: 0, rst_n: 0, wr_en: 0, rd_en: 1, data_in: 104, data_out: 87, count: 9, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
1045: clk: 1, rst_n: 0, wr_en: 0, rd_en: 1, data_in: 104, data_out: 88, count: 8, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
1050: clk: 0, rst_n: 0, wr_en: 0, rd_en: 1, data_in: 105, data_out: 88, count: 8, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
1055: clk: 1, rst_n: 0, wr_en: 0, rd_en: 1, data_in: 105, data_out: 89, count: 7, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
1060: clk: 0, rst_n: 0, wr_en: 0, rd_en: 1, data_in: 106, data_out: 89, count: 7, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
1065: clk: 1, rst_n: 0, wr_en: 0, rd_en: 1, data_in: 106, data_out: 90, count: 6, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
1070: clk: 0, rst_n: 0, wr_en: 0, rd_en: 1, data_in: 107, data_out: 90, count: 6, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
1075: clk: 1, rst_n: 0, wr_en: 0, rd_en: 1, data_in: 107, data_out: 91, count: 5, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
1080: clk: 0, rst_n: 0, wr_en: 0, rd_en: 1, data_in: 108, data_out: 91, count: 5, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
1085: clk: 1, rst_n: 0, wr_en: 0, rd_en: 1, data_in: 108, data_out: 92, count: 4, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
1090: clk: 0, rst_n: 0, wr_en: 0, rd_en: 1, data_in: 109, data_out: 92, count: 4, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
1095: clk: 1, rst_n: 0, wr_en: 0, rd_en: 1, data_in: 109, data_out: 93, count: 3, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
 
Demonstrating All Flags
almostEmpty Flag
1100: clk: 0, rst_n: 0, wr_en: 0, rd_en: 1, data_in: 110, data_out: 93, count: 3, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
1105: clk: 1, rst_n: 0, wr_en: 0, rd_en: 1, data_in: 110, data_out: 94, count: 2, empty: 0, almostEmpty: 1, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
1110: clk: 0, rst_n: 0, wr_en: 0, rd_en: 1, data_in: 111, data_out: 94, count: 2, empty: 0, almostEmpty: 1, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
1115: clk: 1, rst_n: 0, wr_en: 0, rd_en: 1, data_in: 111, data_out: 95, count: 1, empty: 0, almostEmpty: 1, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
Empty Flag
1120: clk: 0, rst_n: 0, wr_en: 0, rd_en: 1, data_in: 112, data_out: 95, count: 1, empty: 0, almostEmpty: 1, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
1125: clk: 1, rst_n: 0, wr_en: 0, rd_en: 1, data_in: 112, data_out: 96, count: 0, empty: 1, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
Underflow Flag and Valid Flag
1130: clk: 0, rst_n: 0, wr_en: 0, rd_en: 1, data_in: 113, data_out: 96, count: 0, empty: 1, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 0, valid: 1
1135: clk: 1, rst_n: 0, wr_en: 0, rd_en: 1, data_in: 113, data_out: 96, count: 0, empty: 1, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 1, valid: 0
Writing to FIFO to setup almostFull, Full, and Overflow Flag
1140: clk: 0, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 114, data_out: 96, count: 0, empty: 1, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 1, valid: 0
1145: clk: 1, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 114, data_out: 96, count: 1, empty: 0, almostEmpty: 1, full: 0, almostFull: 0, overflow: 0, underflow: 1, valid: 0
1150: clk: 0, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 115, data_out: 96, count: 1, empty: 0, almostEmpty: 1, full: 0, almostFull: 0, overflow: 0, underflow: 1, valid: 0
1155: clk: 1, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 115, data_out: 96, count: 2, empty: 0, almostEmpty: 1, full: 0, almostFull: 0, overflow: 0, underflow: 1, valid: 0
1160: clk: 0, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 116, data_out: 96, count: 2, empty: 0, almostEmpty: 1, full: 0, almostFull: 0, overflow: 0, underflow: 1, valid: 0
1165: clk: 1, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 116, data_out: 96, count: 3, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 1, valid: 0
1170: clk: 0, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 117, data_out: 96, count: 3, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 1, valid: 0
1175: clk: 1, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 117, data_out: 96, count: 4, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 1, valid: 0
1180: clk: 0, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 118, data_out: 96, count: 4, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 1, valid: 0
1185: clk: 1, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 118, data_out: 96, count: 5, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 1, valid: 0
1190: clk: 0, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 119, data_out: 96, count: 5, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 1, valid: 0
1195: clk: 1, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 119, data_out: 96, count: 6, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 1, valid: 0
1200: clk: 0, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 120, data_out: 96, count: 6, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 1, valid: 0
1205: clk: 1, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 120, data_out: 96, count: 7, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 1, valid: 0
1210: clk: 0, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 121, data_out: 96, count: 7, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 1, valid: 0
1215: clk: 1, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 121, data_out: 96, count: 8, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 1, valid: 0
1220: clk: 0, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 122, data_out: 96, count: 8, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 1, valid: 0
1225: clk: 1, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 122, data_out: 96, count: 9, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 1, valid: 0
1230: clk: 0, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 123, data_out: 96, count: 9, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 1, valid: 0
1235: clk: 1, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 123, data_out: 96, count: 10, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 1, valid: 0
1240: clk: 0, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 124, data_out: 96, count: 10, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 1, valid: 0
1245: clk: 1, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 124, data_out: 96, count: 11, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 1, valid: 0
1250: clk: 0, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 125, data_out: 96, count: 11, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 1, valid: 0
1255: clk: 1, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 125, data_out: 96, count: 12, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 1, valid: 0
1260: clk: 0, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 126, data_out: 96, count: 12, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 1, valid: 0
1265: clk: 1, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 126, data_out: 96, count: 13, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 1, valid: 0
1270: clk: 0, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 127, data_out: 96, count: 13, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 1, valid: 0
1275: clk: 1, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 127, data_out: 96, count: 14, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 1, valid: 0
1280: clk: 0, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 128, data_out: 96, count: 14, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 1, valid: 0
1285: clk: 1, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 128, data_out: 96, count: 15, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 1, valid: 0
1290: clk: 0, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 129, data_out: 96, count: 15, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 1, valid: 0
1295: clk: 1, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 129, data_out: 96, count: 16, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 1, valid: 0
1300: clk: 0, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 130, data_out: 96, count: 16, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 1, valid: 0
1305: clk: 1, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 130, data_out: 96, count: 17, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 1, valid: 0
1310: clk: 0, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 131, data_out: 96, count: 17, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 1, valid: 0
1315: clk: 1, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 131, data_out: 96, count: 18, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 1, valid: 0
1320: clk: 0, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 132, data_out: 96, count: 18, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 1, valid: 0
1325: clk: 1, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 132, data_out: 96, count: 19, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 1, valid: 0
1330: clk: 0, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 133, data_out: 96, count: 19, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 1, valid: 0
1335: clk: 1, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 133, data_out: 96, count: 20, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 1, valid: 0
1340: clk: 0, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 134, data_out: 96, count: 20, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 1, valid: 0
1345: clk: 1, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 134, data_out: 96, count: 21, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 1, valid: 0
